,Timestamp,complete_assignments,work_hard,like_stats,feel_insecure,how_i_think,formulas,worthless,complicated_subject,training,more_employable,have_idea,communicate_ideas,not_useful,plan_to_study,get_frustrated,statistical_thinking,in_everyday_life,under_stress,enjoy_class,interested_using,conclusions_rarely_presented,quickly_learned,interested_understanding,great_discipline,no_application,make_errors,attend_class,scared_by_stats,interested_learning,massive_computations,i_can_learn,i_will_understand,irrelevant for life,highly_technical,difficult_to_understand,learn_new_thinking,do_well_in_math,good_at_math,stats_in_the_field,confident_in_mastery,is_stats_required,likely_to_choose_stats_course,major,overall_gpa,major_gpa,overall_credits,credits_this_semester,HS_completed,college_completed,degree,expected_grade,class_section,gender,citizenship,age,year_in_school,work_hours,wake_up,exercise_hours,tv_hours,social_hours,sleep_hours,first_time,political,race_ethnic,current_semester,class_format,use_tutor,can_calculate_major_gpa,know_excel,know_spss,learn_spss_excel,beneficial_to_know,why_beneficial,EMPLID3,HS_completed2
155,2015-08-29 10:27:54,7,7,1,2,2,1,1,2,2,7,2,7,1,7,1,1,2,7,2,4,4,2,4,7,2,3,7,7,7,7,7,7,1,7,2,7,6,7,7,5,Yes,3,Education,3.4,3.2,,13.0,4.0,2.0,B.S.,A-,6x,Female,US citizen,20,Lower Junior,15.0,6:30 am,,3100,17,a lot,Yes,Other,Latino/Hispanic,Fall 2015,Large lecture class (more than 40 people),Yes,No,,,,,,,4.0
156,2015-08-29 10:27:56,7,7,7,5,7,4,2,2,7,7,2,7,2,7,2,2,7,2,7,7,2,2,7,7,4,4,7,2,7,7,7,4,1,7,4,7,4,4,7,5,Yes,7,Psychology,3.5,3.7,65,12.0,3.0,2.0,M.A.,A,6X (41920,Male,Foreign student,20,Lower Junior,8.0,9 am ,12.0,2,2,49,Yes,Other,Black (not Latino/Hispanic),Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,3.0
157,2015-08-29 10:28:38,7,7,4,3,2,4,1,4,6,6,2,5,1,6,4,3,5,6,3,4,2,2,5,5,1,2,7,2,5,5,6,5,1,5,3,4,7,5,7,3,Yes,2,Medicine/Pre-Medicine,3.7,3.7,65,18.0,4.0,2.0,B.S.,A-,6X,Female,US citizen,20,Lower Junior,8.0,1:00 PM,1.0,5,48,48,No,Democrat,Asian,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,4.0
158,2015-08-29 10:28:58,7,7,2,7,7,1,1,6,6,5,6,5,3,7,7,4,4,7,3,3,3,1,4,7,2,6,7,6,5,7,4,3,1,5,6,6,3,2,5,2,Yes,2,Psychology,3.9,3.9,57,11.0,4.0,3.0,B.A.,D,6X,Female,US citizen,35,Lower Junior,12.0,6:30/7,2.0,about 3,about 2-3,about 49,Yes,Other,Black (not Latino/Hispanic),Summer 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,4.0
159,2015-08-29 10:29:01,7,7,7,1,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,7,6,7,4,4,4,4,4,4,4,7,6,4,3,Yes,6,Psychology,2.7,3.2,60,13.0,3.0,2.0,B.S.,A+,6X,Female,US citizen,22,Lower Junior,35.0,5:00,2.0,24/7,2,8,Yes,Other,Black (not Latino/Hispanic),Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,3.0
160,2015-08-29 10:29:04,7,7,7,2,2,2,7,3,7,7,1,7,1,7,1,4,4,1,7,5,3,3,7,7,2,2,7,3,7,6,7,7,4,4,3,6,5,4,3,4,Yes,4,Psychology,2.6,3.2,83,16.0,2.0,4.0,B.A.,A,6X,Female,US citizen,23,Lower Junior,29.0,7:00 AM,7.0,2,60,42,Yes,Democrat,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,2.0
161,2015-08-29 10:29:17,3,7,7,2,1,4,1,4,4,1,2,6,7,7,1,4,1,5,5,6,4,1,3,7,4,5,1,7,1,4,1,4,4,4,4,4,2,1,4,5,Yes,4,Psychology,3.2,2.7,60,13.0,4.0,1.0,B.A.,A,6X,Female,US citizen,21,Upper Junior,0.0,7 am,2.0,3,0,7,No,Democrat,Other,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,4.0
162,2015-08-29 10:29:36,7,7,7,2,4,4,1,3,7,6,2,6,1,7,2,5,2,3,5,6,4,4,5,6,4,2,7,1,7,5,6,7,2,6,2,5,6,6,3,4,Yes,6,Psychology,3.5,3.5,110,16.0,5.0,5.0,B.S.,A,6x,Female,US citizen,23,Upper Senior,10.0,7:30,10.0,1,5,6,Yes,Independent,White,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,5.0
163,2015-08-29 10:29:57,7,7,6,2,1,5,1,1,5,6,1,6,1,7,2,1,7,1,7,6,5,4,6,5,4,4,7,2,7,6,7,7,1,5,1,6,7,7,5,4,Yes,6,Education,3.7,3.3,90,13.0,4.0,1.0,B.A.,A,6x,Female,US citizen,26,Upper Senior,40.0,6:50 a.m.,5.0,5,8,7,Yes,Democrat,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,Yes,,,,,,,4.0
164,2015-08-29 10:30:19,7,7,3,4,4,4,4,4,7,7,3,7,2,7,4,1,5,4,4,6,2,2,7,5,1,6,7,4,7,7,7,5,2,4,5,3,7,5,6,5,Yes,6,Psychology,3.5,3.4,111,13.0,1.0,2.0,B.S.,A,6x,Female,Other,23,Lower Senior,30.0,9,5.0,20,7,50,Yes,Other,White,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,1.0
165,2015-08-29 10:30:47,7,7,7,1,1,7,1,1,7,7,1,7,1,7,1,1,7,1,7,7,7,7,7,1,1,1,7,1,7,7,7,7,1,7,1,7,7,7,7,5,Yes,7,Psychology,3.97,3.97,32,15.0,3.0,3.0,B.A.,A+,6X(41920),Male,Foreign student,19,Lower Sophomore,20.0,7,14.0,6,12,56,No,Other,Other,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,3.0
166,2015-08-29 10:32:39,7,7,2,4,4,4,2,7,4,3,5,2,4,7,7,3,1,5,3,4,1,2,3,7,3,4,7,5,5,7,7,5,4,5,4,5,5,4,3,3,Yes,1,Psychology,3.2,3.0,not sure,10.0,2.0,4.0,B.A.,A,6X (41920) ,Female,US citizen,24,Lower Senior,30.0,7am,,2 hours,5 hours,not sure,No,Democrat,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,2.0
167,2015-08-29 10:33:33,7,7,5,3,2,2,5,7,5,6,5,4,5,6,4,2,4,6,4,4,4,1,5,4,3,7,7,7,5,5,5,4,3,6,6,7,4,3,5,1,Yes,2,Other,2.6,3.2,93,15.0,3.0,1.0,B.A.,B-,6X (41920) ,Female,US citizen,25,Lower Senior,20.0,2,1.0,2-4,1-2,6-8,Yes,Other,Other,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,3.0
168,2015-08-29 10:34:34,7,7,2,6,4,4,4,4,2,4,3,4,4,7,4,1,1,7,3,3,3,3,4,6,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,3,Yes,4,Psychology,3.2,3.0,30,4.0,3.0,3.0,B.A.,A+,6x,Male,US citizen,25,Upper Sophomore,30.0,6,8.0,2,4,30,No,Independent,Other,Fall 2015,"Hybrid class (partially online, partially in person)",Yes,No,,,,,,,3.0
169,2015-08-29 10:42:55,7,7,5,4,5,4,1,5,7,7,1,1,5,7,1,5,5,4,5,7,4,7,7,7,4,3,7,1,7,7,7,5,1,7,7,7,5,4,6,3,Yes,5,Psychology,3.07,4.6,91,4.0,4.0,0.0,B.A.,A,statistics psychology,Female,US citizen,37,Upper Senior,55.0,5:30,4.0,5,0,35,Yes,Democrat,Black (not Latino/Hispanic),Fall 2015,"Traditional class (in person, less than 35 people)",Don't know,Yes,,,,,,,4.0
170,2015-08-29 12:07:28,7,6,4,4,5,5,3,5,5,5,3,6,3,6,4,4,1,6,4,4,7,4,5,5,2,5,7,6,4,5,5,5,4,5,3,2,5,5,4,3,Yes,1,Psychology,3.2880000000000003,3.2,30,14.0,4.0,1.0,B.A.,A-,LM2,Male,Other,19,Lower Sophomore,18.0,7:00,,5,10h,40,Yes,Democrat,Latino/Hispanic,Fall 2015,Large lecture class (more than 40 people),Don't know,No,,,,,,,4.0
171,2015-08-29 13:17:50,7,7,5,4,1,3,3,7,3,7,1,7,1,7,1,4,1,1,6,7,1,4,4,7,1,1,7,7,7,4,7,7,3,7,1,1,5,4,1,3,Yes,4,Education,3.0,3.25,92,12.0,4.0,2.0,B.S.,B+,Lm2,Female,US citizen,23,Upper Junior,12.0,6:45 ,3.0,2,2,6,Yes,Republican,Other,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,Yes,,,,,,,4.0
172,2015-08-29 13:45:11,7,7,4,5,3,4,2,4,5,6,3,6,2,7,4,2,4,3,4,7,1,3,7,7,3,4,7,7,7,7,6,6,3,4,4,4,6,5,5,3,Yes,3,Psychology,2.5,2.5,70,14.0,1.0,2.0,B.S.,A-,69217,Female,US citizen,24,Upper Sophomore,16.0,10am,,4hrs,7hrs,40,Yes,Other,Asian,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,Yes,,,,,,,1.0
173,2015-08-29 15:35:00,7,7,5,5,5,5,1,5,4,5,2,5,2,6,3,3,2,4,4,4,3,2,5,5,2,5,5,4,5,4,5,4,2,4,3,2,3,3,4,3,Yes,4,Psychology,3.1,3.2,25,12.0,4.0,1.0,B.S.,A,LM,Female,US citizen,19,Upper Freshman,0.0,9,18.0,8,8,52.5,Yes,Republican,White,Fall 2015,Large lecture class (more than 40 people),Don't know,No,,,,,,,4.0
174,2015-08-29 15:50:15,7,7,6,4,1,4,1,5,5,4,1,4,4,7,1,4,4,2,6,4,4,2,5,7,3,2,7,2,6,5,6,6,4,4,2,4,6,6,4,4,Yes,4,Education,3.3,3.2,49,12.0,4.0,4.0,B.S.,B+,LM,Female,US citizen,19,Lower Junior,0.0,5 am ,,10 hours ,3 hours ,49 hours ,Yes,Democrat,Latino/Hispanic,Fall 2015,Large lecture class (more than 40 people),Yes,No,,,,,,,4.0
175,2015-08-29 16:06:16,7,7,1,7,5,1,2,7,1,1,5,1,4,7,7,4,1,7,1,1,4,1,1,7,1,4,7,7,1,4,4,4,4,4,4,4,2,1,4,1,Yes,1,Psychology,2.5,2.5,64,12.0,3.0,3.0,B.A.,C+,69214,Female,US citizen,23,Lower Junior,3.0,8am,3.0,7,24,40,Yes,Democrat,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,3.0
176,2015-08-29 16:48:18,7,7,6,2,3,4,1,4,7,6,4,7,1,7,5,3,4,3,4,5,3,2,5,7,6,4,7,6,6,5,7,7,3,4,4,7,7,6,4,5,Yes,4,Psychology,2.7,2.7,85,13.0,6.0,6.0,B.S.,A+,LM3,Female,US citizen,22,Upper Junior,18.0,8,3.0,5,5,35,Yes,Democrat,Black (not Latino/Hispanic),Fall 2015,Large lecture class (more than 40 people),Yes,No,,,,,,,6.0
177,2015-08-29 16:50:01,7,7,5,5,5,3,2,6,6,6,3,6,2,7,5,2,5,6,4,6,2,2,6,7,1,6,7,6,6,6,6,5,1,6,5,5,5,5,4,4,Yes,3,Psychology,3.6,3.83,24,13.0,4.0,1.0,B.A.,A-,PR,Male,US citizen,19,Lower Sophomore,0.0,11,5.0,0,5,50,Yes,Other,Asian,Fall 2015,"Traditional class (in person, less than 35 people)",Don't know,Yes,,,,,,,4.0
178,2015-08-29 18:05:53,7,7,5,2,2,5,1,4,5,6,1,4,3,7,2,2,5,2,5,6,2,4,5,5,2,1,7,1,5,6,7,6,2,5,2,2,7,7,5,5,Yes,5,Psychology,3.81,3.9,30,16.0,4.0,0.0,B.A.,A,LM,Female,US citizen,18,Lower Sophomore,0.0,7:30,4.0,0,10,35,Yes,Independent,Other,Fall 2015,Large lecture class (more than 40 people),Don't know,Yes,,,,,,,4.0
179,2015-08-29 18:10:24,6,6,5,2,2,6,1,1,5,5,2,5,2,5,2,2,6,2,5,5,1,4,5,5,1,2,6,1,2,3,5,5,1,2,2,2,5,5,5,4,Yes,1,Psychology,3.4,3.2,50,16.0,5.0,2.0,B.A.,A,LM2,Female,US citizen,20,Lower Junior,10.0,8,3.0,2,1,56,Yes,Democrat,Latino/Hispanic,Fall 2015,Large lecture class (more than 40 people),Don't know,No,,,,,,,5.0
180,2015-08-29 18:29:12,7,7,1,2,1,4,4,2,4,6,3,1,4,3,4,4,1,5,4,4,4,1,4,4,4,1,7,1,1,4,7,7,7,7,6,1,7,7,1,5,Yes,1,Psychology,2.1,3.2,36,13.0,4.0,2.0,B.A.,B-,69220,Female,US citizen,21,Lower Junior,28.0,4:30,4.0,0,barely,Depends,No,Democrat,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,4.0
181,2015-08-29 19:19:00,7,7,7,4,4,3,1,7,7,7,1,5,1,7,4,1,6,1,7,7,1,1,7,7,1,4,7,3,7,7,7,7,1,7,4,4,5,4,7,3,Yes,7,Psychology,2.9,3.2,30,16.0,4.0,0.0,B.A.,B,69212,Female,US citizen,19,Upper Sophomore,0.0,8,5.0,10,0,35,Yes,Democrat,Latino/Hispanic,Fall 2015,Large lecture class (more than 40 people),Don't know,Yes,,,,,,,4.0
182,2015-08-29 19:51:34,7,7,6,5,4,4,3,4,5,5,3,4,4,6,6,5,2,5,5,4,5,4,4,6,3,4,7,7,6,6,7,6,5,5,5,5,5,4,3,4,Yes,5,Psychology,3.6,3.5,65-70,12.0,3.0,1.0,B.A.,A,69214,Female,US citizen,22,Lower Junior,24.0,10:30 AM,1.0,4,4,60,Yes,Democrat,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",Don't know,No,,,,,,,3.0
183,2015-08-29 21:30:22,7,7,5,5,4,4,4,4,6,7,2,7,1,7,3,1,4,4,5,6,3,4,6,6,1,4,7,5,7,4,7,5,1,4,4,4,4,4,4,4,Yes,3,Psychology,3.2,3.0,61,13.0,4.0,2.0,B.A.,B+,LM4,Female,US citizen,20,Lower Junior,13.0,8am,3.0,5,9,65,No,Democrat,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,Yes,,,,,,,4.0
184,2015-08-29 23:59:35,7,7,7,1,1,5,1,3,7,7,1,7,1,7,3,1,7,1,7,7,1,5,7,7,1,1,7,1,7,7,7,7,1,1,1,5,7,6,7,5,Yes,7,Biology,2.9,2.8,80,12.0,4.0,2.0,B.S.,A,LM3,Female,Other,22,Upper Senior,25.0,8,6.0,10,10,42,Yes,Democrat,Asian,Fall 2015,Large lecture class (more than 40 people),Yes,Yes,,,,,,,4.0
185,2015-08-30 02:50:43,6,6,3,5,5,4,3,6,5,6,5,5,2,6,5,2,4,6,3,4,5,1,6,5,1,4,4,6,4,4,5,5,2,4,4,4,5,6,3,3,Yes,1,Education,2.0,2.0,33,13.0,4.0,3.0,B.A.,A-,PR,Female,US citizen,21,Lower Sophomore,0.0,11,0.0,15,5,50,Yes,Democrat,Latino/Hispanic,Fall 2015,"Hybrid class (partially online, partially in person)",Don't know,No,,,,,,,4.0
186,2015-08-30 10:50:35,7,7,6,6,6,5,1,5,6,6,6,5,2,6,7,3,5,6,6,6,3,4,5,6,2,3,7,3,6,5,6,6,3,5,4,4,6,5,5,4,Yes,4,Biology,3.0,2.9,50,16.0,5.0,3.0,B.A.,A-,LM,Male,US citizen,21,Upper Junior,0.0,6 AM,0.0,6,4,56,No,Independent,Other,Fall 2015,Large lecture class (more than 40 people),Don't know,No,,,,,,,5.0
187,2015-08-30 13:28:48,7,6,5,3,3,5,2,3,6,6,4,5,3,7,6,4,3,5,4,4,4,5,5,5,4,6,7,1,4,4,7,7,3,4,4,2,4,4,5,5,Yes,5,Medicine/Pre-Medicine,3.6,3.2,90,16.0,4.0,1.0,B.S.,A+,LM2,Male,US citizen,21,Upper Junior,18.0,7:30,5.0,10,4,7,Yes,Other,Other,Fall 2015,Large lecture class (more than 40 people),Don't know,Yes,,,,,,,4.0
188,2015-08-30 14:04:05,7,7,6,3,2,3,1,6,7,6,2,7,1,7,5,1,4,7,5,6,1,2,5,7,1,5,7,5,5,6,7,5,1,7,5,6,4,4,5,4,Yes,6,Psychology,3.33,3.2,48,16.0,5.0,1.0,B.A.,A-,LM,Male,US citizen,20,Lower Junior,0.0,8 AM,8.0,4,56,56,No,Independent,Asian,Fall 2015,Large lecture class (more than 40 people),Don't know,No,,,,,,,5.0
189,2015-08-30 16:02:55,7,7,5,3,3,4,3,4,4,5,3,5,2,7,5,4,4,3,4,5,4,4,5,7,3,4,7,5,5,6,5,5,4,5,4,4,6,5,4,4,Yes,1,Psychology,3.05,3.2,51,13.0,3.0,1.0,B.A.,A+,LM2,Female,US citizen,20,Lower Junior,0.0,9,5.0,6,3,48,Yes,Democrat,Latino/Hispanic,Fall 2015,Large lecture class (more than 40 people),Yes,No,,,,,,,3.0
190,2015-08-30 16:23:48,7,7,6,2,2,6,2,2,4,5,1,4,1,7,3,4,4,2,5,5,4,4,5,4,4,2,7,2,6,3,7,7,3,4,2,2,5,5,4,5,Don't know,4,Psychology,3.3,3.2,33,13.0,3.0,1.0,B.A.,A,LM4,Male,Other,21,Upper Sophomore,6.0,6am,7.0,6,8,58,Yes,Democrat,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",No,Yes,,,,,,,3.0
191,2015-08-30 17:36:20,7,7,6,1,1,5,5,4,5,4,2,4,4,7,4,4,1,2,5,4,4,4,4,5,5,2,7,1,4,4,7,7,4,4,3,4,7,7,2,5,Yes,1,Psychology,3.4,4.0,59,14.0,4.0,2.0,B.S.,A+,LM2,Male,US citizen,20,Lower Junior,0.0,6,8.0,0,10,50,No,Other,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",Don't know,Yes,,,,,,,4.0
192,2015-08-30 17:38:47,7,7,4,6,1,5,1,6,4,3,2,6,1,7,4,1,3,4,3,4,4,5,5,6,3,6,7,3,6,2,6,5,4,3,6,6,1,1,2,3,Yes,1,Psychology,2.0,2.076,81,13.0,3.0,2.0,B.A.,A-,69220,Female,US citizen,23,Lower Senior,25.0,6:00,7.0,0,7 - 8,49,No,Other,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,3.0
193,2015-08-30 19:36:37,7,7,5,2,1,5,1,4,4,4,1,6,2,6,1,1,5,4,4,5,2,2,7,5,1,1,6,1,5,2,7,7,1,3,1,1,7,7,5,5,Yes,2,Psychology,3.2,3.2,0,10.0,4.0,2.0,M.A.,A,LM4,Female,US citizen,37,Doctoral Level,20.0,7,7.0,too many,8,42,Yes,Democrat,White,Fall 2015,"Traditional class (in person, less than 35 people)",No,Yes,,,,,,,4.0
194,2015-08-30 19:38:01,7,7,6,3,2,4,2,5,4,5,1,6,3,7,3,4,5,5,7,6,3,2,6,7,3,3,7,2,7,5,7,6,3,6,3,4,6,6,3,5,No,7,Biology,3.6,3.4,90,14.0,5.0,2.0,B.A.,A,LM2,Female,US citizen,21,Lower Senior,12.0,7,2.0,8,3,49,No,Republican,Black (not Latino/Hispanic),Fall 2015,Large lecture class (more than 40 people),Yes,Yes,,,,,,,5.0
195,2015-08-30 19:40:13,7,7,7,1,1,4,1,5,4,7,1,7,1,7,1,3,5,1,6,6,1,3,7,5,1,1,7,1,6,1,7,7,1,1,1,1,5,5,4,3,Yes,5,Biology,3.7,3.2,i don't know,14.0,4.0,2.0,B.S.,A,EF,Female,Other,20,Lower Junior,15.0,7,2.0,0,10,42,Yes,Democrat,Asian,Fall 2015,Large lecture class (more than 40 people),Don't know,No,,,,,,,4.0
196,2015-08-30 20:00:47,7,7,7,5,2,4,1,5,6,4,2,6,1,7,2,2,5,3,6,6,2,4,6,7,2,3,7,5,6,6,6,6,2,4,3,4,5,5,6,4,Yes,5,Psychology,3.4,3.5,24,13.0,4.0,0.0,B.A.,A,LM,Female,US citizen,18,Upper Freshman,20.0,7 a.m. ,8.0,7,6,42,Yes,Democrat,Latino/Hispanic,Fall 2015,Large lecture class (more than 40 people),Yes,Yes,,,,,,,4.0
197,2015-08-30 20:14:40,7,7,7,4,4,3,2,3,4,5,4,4,3,7,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,Don't know,4,Psychology,3.175,2.85,28,16.0,4.0,0.0,B.S.,A,EF,Female,US citizen,19,Lower Sophomore,15.0,10,8.0,8,153,60,Yes,Republican,Other,Fall 2015,"Hybrid class (partially online, partially in person)",Don't know,Yes,,,,,,,4.0
198,2015-08-30 20:38:57,7,7,4,5,4,4,4,6,1,5,4,4,4,7,5,2,3,7,4,3,4,4,3,7,3,5,6,7,4,7,4,4,4,7,7,7,2,3,4,3,Yes,1,Education,2.5,3.5,68,12.0,4.0,2.0,B.A.,A+,LM4 (69214),Female,Other,22 years  old,Lower Junior,20.0,6 am ,5.0,3,3,50 hours,Yes,Democrat,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,4.0
199,2015-08-30 21:34:32,7,7,6,2,3,6,1,6,2,3,1,5,5,7,3,4,1,1,2,3,3,1,7,7,4,4,7,5,5,5,6,6,4,5,4,4,3,2,2,4,Yes,1,Psychology,3.193,3.01,91,16.0,4.0,4.0,B.S.,A+,PR,Female,US citizen,21,Lower Senior,22.0,10AM,0.0,10-15,15-20,5-8,Yes,Other,Black (not Latino/Hispanic),Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,4.0
200,2015-08-30 21:58:25,7,7,4,4,2,4,1,6,4,4,2,4,2,7,4,4,4,7,4,4,4,2,5,5,3,4,7,5,5,5,5,5,2,4,5,4,6,6,4,3,Yes,4,Education,3.3,3.2,75,16.0,4.0,3.0,B.A.,A,LM2,Female,US citizen,22,Lower Junior,22.0,7,1.0,1,5 hours,45 hours,Yes,Democrat,Latino/Hispanic,Fall 2015,Large lecture class (more than 40 people),Yes,No,,,,,,,4.0
201,2015-08-30 21:58:48,7,7,1,4,4,4,1,7,7,7,2,7,1,7,5,1,3,4,5,6,6,4,7,7,1,6,7,7,7,7,7,4,1,7,4,7,7,7,7,3,Yes,7,Psychology,3.48,3.48,30,16.0,4.0,0.0,Ph.D.,A+,LM,Female,US citizen,18,Upper Sophomore,20.0,6 am ,0.0,4-12,4-12,30-56,Yes,Republican,White,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,4.0
202,2015-08-30 22:07:56,7,7,4,3,5,1,4,6,2,2,5,4,4,7,4,5,1,5,4,5,5,1,4,7,4,5,7,6,3,6,5,4,5,6,6,4,4,3,3,2,Yes,1,Education,3.1,3.2,70,10.0,4.0,4.0,B.A.,B-,LM4,Female,US citizen,22,Post Bacc/2nd degree,20.0,7:30,3.0,15,5,50,Yes,Democrat,Black (not Latino/Hispanic),Fall 2015,"Traditional class (in person, less than 35 people)",Don't know,No,,,,,,,4.0
203,2015-08-30 22:26:53,7,7,5,5,2,5,1,4,4,5,2,5,1,7,4,1,4,4,4,5,1,3,7,6,2,2,7,4,7,4,7,7,1,4,4,5,5,5,5,5,Yes,3,Psychology,3.2,3.2,50,12.0,3.0,1.0,B.A.,A,LM2,Female,US citizen,20,Lower Junior,30.0,11,,2,6,49,Yes,Other,Latino/Hispanic,Fall 2015,Large lecture class (more than 40 people),Yes,Yes,,,,,,,3.0
204,2015-08-30 22:50:21,7,7,6,3,1,5,3,2,2,1,4,4,2,7,2,4,5,5,4,5,4,5,5,3,3,2,7,2,5,4,6,5,3,3,3,3,6,6,5,4,Yes,3,Education,3.0,3.2,,18.0,3.0,3.0,M.A.,A+,LM4,Female,US citizen,23,Upper Junior,30.0,6am,0.0,5,0,42,Yes,Democrat,White,Fall 2015,"Traditional class (in person, less than 35 people)",Don't know,No,,,,,,,3.0
205,2015-08-30 23:16:02,7,7,7,2,2,4,2,5,5,6,1,6,1,7,3,2,6,4,4,7,3,3,5,5,1,1,7,3,7,5,5,5,3,5,3,4,5,5,5,4,Yes,5,Psychology,3.2,2.7,24,15.0,4.0,2.0,B.S.,B+,69220,Male,US citizen,19,Lower Sophomore,14.0,9:00 AM,10.0,5,10,50,Yes,Democrat,Other,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,4.0
206,2015-08-30 23:31:41,7,6,6,4,3,4,2,7,7,7,3,4,3,7,2,2,5,5,4,4,2,1,5,7,1,7,7,7,5,7,6,6,2,6,5,5,6,5,6,3,Yes,3,Psychology,3.2,3.2,106,15.0,3.0,2.0,B.A.,B+,PR 69220,Female,US citizen,24,Lower Senior,36.0,7,0.0,4,2,45,Yes,Democrat,White,Fall 2015,"Traditional class (in person, less than 35 people)",Don't know,No,,,,,,,3.0
207,2015-08-30 23:48:41,7,7,6,1,2,4,1,4,5,5,1,6,3,6,2,4,4,3,4,6,2,5,5,6,2,3,7,2,6,3,6,6,3,4,2,3,5,4,6,3,Yes,3,Psychology,2.56,2.8,78,13.0,0.0,0.0,B.A.,A+,69329,Female,US citizen,28,Upper Sophomore,20.0,11,3.0,4,0,7,Yes,Independent,Black (not Latino/Hispanic),Fall 2015,Large lecture class (more than 40 people),Yes,No,,,,,,,0.0
208,2015-08-31 00:11:27,7,7,4,5,5,2,3,4,4,4,3,5,3,7,5,4,4,4,4,4,3,2,4,6,4,4,7,6,5,6,6,6,3,4,4,5,4,4,5,3,Yes,3,Psychology,2.2,3.2,91,13.0,3.0,4.0,B.S.,A-,PR,Female,US citizen,21,Lower Senior,20.0,7:30am,2.0,5,2,49,Yes,Other,Latino/Hispanic,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,3.0
209,2015-08-31 01:19:57,7,7,7,4,4,3,1,6,6,7,2,7,1,7,4,1,6,6,4,7,1,1,7,7,1,2,7,7,7,6,6,4,1,7,4,4,6,5,6,1,Yes,2,Psychology,3.75,3.75,75,14.0,2.0,2.0,B.S.,A-,LM4,Female,Other,25,Lower Junior,15.0,8,0.0,2,0,56,Yes,Other,White,Fall 2015,"Traditional class (in person, less than 35 people)",Yes,No,,,,,,,2.0
210,2015-08-31 02:11:00,7,7,6,3,4,4,1,4,7,7,1,7,1,7,4,1,6,4,5,6,1,3,6,6,1,4,7,3,6,4,7,5,1,4,4,6,4,4,7,4,Yes,7,Psychology,3.6,3.2,27,13.0,4.0,0.0,B.A.,A,LM2,Female,US citizen,21,Lower Sophomore,20.0,6,6.0,0,20,42,Yes,Democrat,Latino/Hispanic,Fall 2015,Large lecture class (more than 40 people),Yes,No,,,,,,,4.0
211,2015-08-31 07:36:57,7,7,5,2,3,4,1,5,7,7,2,6,1,7,2,1,5,6,5,6,2,1,6,7,1,4,7,4,6,4,7,6,1,4,4,4,5,5,5,4,Yes,5,Psychology,3.0,3.2,125,13.0,5.0,3.0,B.A.,A-,EF,Male,US citizen,23,Upper Senior,32.0,7,3.0,2,8,44,Yes,Democrat,Other,Fall 2015,Large lecture class (more than 40 people),Don't know,No,,,,,,,5.0
212,2015-08-31 09:24:58,6,6,5,5,5,5,2,4,5,6,2,6,2,6,4,2,4,5,4,5,3,2,6,6,2,5,6,4,6,4,6,6,3,4,4,4,4,4,4,3,Yes,4,Psychology,3.4,3.8,67,12.0,4.0,0.0,B.A.,A-,EF,Female,US citizen,20 years,Lower Junior,0.0,7 am ,,9 hours,12 hours,7 hours,Yes,Independent,Latino/Hispanic,Fall 2015,"Hybrid class (partially online, partially in person)",Don't know,No,,,,,,,4.0
